@relation train

@attribute battery_power numeric
@attribute blue numeric
@attribute clock_speed numeric
@attribute dual_sim numeric
@attribute fc numeric
@attribute four_g numeric
@attribute int_memory numeric
@attribute m_dep numeric
@attribute mobile_wt numeric
@attribute n_cores numeric
@attribute pc numeric
@attribute px_height numeric
@attribute px_width numeric
@attribute ram numeric
@attribute sc_h numeric
@attribute sc_w numeric
@attribute talk_time numeric
@attribute three_g numeric
@attribute touch_screen numeric
@attribute wifi numeric
@attribute price_range {0,1,2,3}

@data
0.0347361389445557,1.0,0.6800000000000002,1.0,0.0,1.0,0.2580645161290322,0.6666666666666666,0.4666666666666667,0.1428571428571428,0.05,0.6566326530612245,0.9292389853137516,0.8134687332977018,0.5,0.5555555555555556,1.0,1.0,0.0,0.0,3
0.5490981963927857,1.0,0.8,1.0,0.5882352941176471,1.0,0.4193548387096774,0.1111111111111111,0.4249999999999999,0.4285714285714285,0.6000000000000001,0.0826530612244898,0.0794392523364486,0.4371993586317477,0.3571428571428571,0.0,0.7222222222222221,1.0,1.0,1.0,1
0.115564462257849,1.0,0.96,1.0,0.0588235294117647,0.0,0.3064516129032257,0.1111111111111111,0.9833333333333332,0.2857142857142857,0.2,0.2938775510204082,0.8738317757009346,0.2469267771245323,0.0714285714285714,0.1666666666666666,0.1111111111111111,1.0,1.0,1.0,0
0.993987975951904,1.0,0.96,1.0,0.4705882352941176,0.0,0.2419354838709677,0.0,0.9416666666666668,1.0,0.75,0.3209183673469388,0.1214953271028037,0.5646712987707108,0.1428571428571429,0.0,0.8888888888888888,1.0,1.0,0.0,2
0.1389445557782231,1.0,0.6000000000000001,1.0,0.0,0.0,0.532258064516129,0.0,0.4666666666666667,0.0,0.0,0.788265306122449,0.7316421895861147,0.4588455371459112,0.5,0.5,0.7777777777777777,0.0,1.0,1.0,1
0.2130928523714095,0.0,0.0,1.0,0.1176470588235294,0.0,0.9032258064516128,0.2222222222222222,0.6666666666666666,0.4285714285714285,0.2,0.2387755102040816,0.1295060080106809,0.2747194013896312,0.8571428571428571,0.3888888888888888,0.8333333333333333,0.0,0.0,1.0,0
0.5477621910487642,1.0,0.32,0.0,0.0,1.0,0.9838709677419356,0.3333333333333333,0.2416666666666667,1.0,0.45,0.4168367346938776,0.2943925233644859,0.3228220203099946,0.1428571428571429,0.3333333333333333,0.7777777777777777,1.0,1.0,1.0,1
0.2945891783567135,0.0,0.3599999999999999,1.0,0.4705882352941176,0.0,0.4032258064516129,0.4444444444444445,0.0916666666666666,0.4285714285714285,0.45,0.3846938775510204,0.6889185580774366,0.0884553714591127,0.0714285714285714,0.1666666666666666,0.6111111111111112,0.0,1.0,1.0,0
0.5237140948563795,0.0,0.76,0.0,0.0588235294117647,1.0,0.7903225806451613,1.0,0.5000000000000001,0.8571428571428572,0.1,0.2423469387755102,0.0,0.4911811865312666,0.2142857142857143,0.0,0.4444444444444445,1.0,0.0,0.0,1
0.2317969271877088,1.0,0.92,0.0,0.0588235294117647,0.0,0.0967741935483871,0.0,0.1916666666666666,0.8571428571428572,0.15,0.0035714285714285,0.5300400534045393,0.0481026189203634,0.3571428571428571,0.3333333333333333,0.7222222222222221,1.0,1.0,1.0,0
0.4402137608550435,0.0,0.24,0.0,0.0588235294117647,1.0,0.9838709677419356,0.6666666666666666,0.7166666666666667,0.2857142857142857,0.1,0.3887755102040817,0.2396528704939919,0.0905932656333511,0.9285714285714284,0.2222222222222222,0.7222222222222221,1.0,0.0,1.0,0
0.9325317301269208,0.0,1.0000000000000002,0.0,0.0588235294117647,1.0,0.3064516129032257,0.4444444444444445,0.9333333333333336,1.0,0.1,0.6688775510204082,0.9579439252336448,0.0045430251202565,0.8571428571428571,0.3333333333333333,0.0555555555555555,1.0,1.0,1.0,0
0.4041416165664663,1.0,0.56,0.0,0.2352941176470588,0.0,0.8387096774193549,0.6666666666666666,0.2249999999999999,0.2857142857142857,0.45,0.313265306122449,0.4753004005340453,0.6461785141635489,0.2857142857142857,0.1666666666666666,0.3888888888888889,1.0,0.0,1.0,2
0.3413493653974616,0.0,0.0,1.0,0.2352941176470588,0.0,0.5967741935483871,0.0,0.6749999999999999,0.4285714285714285,0.3,0.45,0.4639519359145527,0.6803848209513629,0.2142857142857143,0.0,0.4444444444444445,1.0,1.0,0.0,2
0.5564462257849032,1.0,0.76,0.0,0.2941176470588235,1.0,0.6451612903225806,0.5555555555555555,0.2916666666666667,0.5714285714285714,0.7000000000000001,0.6056122448979593,0.9839786381842456,0.6109032602886156,0.3571428571428571,0.0555555555555555,0.3333333333333333,1.0,0.0,0.0,3
0.983299933199733,1.0,0.76,1.0,0.3529411764705882,0.0,0.7096774193548387,0.0,0.9416666666666668,0.4285714285714285,0.5,0.3566326530612245,0.2343124165554072,0.1023516835916621,0.0714285714285714,0.0,0.0555555555555555,0.0,0.0,1.0,0
0.6305945223780896,1.0,0.76,1.0,0.4117647058823529,1.0,0.2903225806451612,0.3333333333333333,0.775,0.8571428571428572,0.75,0.6494897959183674,0.5640854472630173,0.3166755745590593,0.1428571428571429,0.2222222222222222,0.6111111111111112,1.0,1.0,1.0,1
0.5243820975283902,1.0,0.72,0.0,0.5882352941176471,1.0,0.2258064516129032,0.0,0.15,0.1428571428571428,0.9,0.0091836734693877,0.1081441922563417,0.0448957776590058,0.3571428571428571,0.2777777777777778,0.1111111111111111,1.0,1.0,0.0,0
0.1543086172344689,1.0,0.32,0.0,0.2941176470588235,1.0,0.4838709677419355,0.3333333333333333,0.6916666666666668,1.0,0.35,0.8474489795918368,0.8918558077436582,0.9692677712453232,0.5,0.1111111111111111,0.1666666666666666,1.0,0.0,1.0,3
0.2444889779559118,1.0,0.4000000000000001,0.0,0.0,1.0,0.8870967741935484,0.0,0.6583333333333333,0.4285714285714285,0.0,0.1474489795918367,0.1495327102803738,0.5080171031533939,0.2142857142857143,0.3333333333333333,0.8888888888888888,1.0,0.0,0.0,1
0.7454909819639279,1.0,0.8400000000000001,0.0,0.8235294117647058,0.0,0.4354838709677419,0.8888888888888888,0.275,0.7142857142857142,1.0,0.1443877551020408,0.1174899866488651,0.9163548904329236,0.5714285714285714,0.0555555555555555,0.8888888888888888,0.0,0.0,0.0,3
0.6225784903139613,1.0,0.72,0.0,0.4705882352941176,1.0,0.4032258064516129,0.8888888888888888,0.6083333333333333,0.8571428571428572,0.6000000000000001,0.8260204081632654,0.7683578104138851,0.9738107963655798,0.9285714285714284,0.8888888888888888,0.0,1.0,0.0,1.0,3
0.685370741482966,0.0,0.8800000000000001,0.0,0.5882352941176471,1.0,0.935483870967742,0.0,0.6166666666666666,0.5714285714285714,0.7000000000000001,0.2683673469387755,0.4112149532710279,0.4869053981827899,0.0,0.1666666666666666,0.4999999999999999,1.0,1.0,1.0,2
